B9,SM21_del_F1,$GAPDH,Unknown,18.2455,,,,,,
B10,SM21_del_F2,DNAJ-H In 1 SYBR,Unknown,28.5653,,,,,,
B11,SM21_del_F2,SIr2,Unknown,36,,,,,,
B12,SM21_del_F2,$GAPDH,Unknown,18.1857,,,,,,
C1,ZW_del_M1,DNAJ-H In 1 SYBR,Unknown,28.3231,,,,,,
C2,ZW_del_M1,SIr2,Unknown,Undetermined,,,,,,
C3,ZW_del_M1,$GAPDH,Unknown,17.0861,,,,,,
C4,ZW_del_M2,DNAJ-H In 1 SYBR,Unknown,30.4293,,,,,,
C5,ZW_del_M2,SIr2,Unknown,36.2871,,,,,,
C6,ZW_del_M2,$GAPDH,Unknown,18.1126,,,,,,
C7,ZW_del_F1,DNAJ-H In 1 SYBR,Unknown,28.8162,,,,,,
C8,ZW_del_F1,SIr2,Unknown,Undetermined,,,,,,
C9,ZW_del_F1,$GAPDH,Unknown,17.4969,,,,,,
C10,ZW_del_F2,DNAJ-H In 1 SYBR,Unknown,29.5669,,,,,,
C11,ZW_del_F2,SIr2,Unknown,36.1175,,,,,,
C12,ZW_del_F2,$GAPDH,Unknown,17.3653,,,,,,
D1,OR_del_M1,DNAJ-H In 1 SYBR,Unknown,31.6845,,,,,,
D2,OR_del_M1,SIr2,Unknown,Undetermined,,,,,,
D3,OR_del_M1,$GAPDH,Unknown,18.4302,,,,,,
D4,OR_del_M2,DNAJ-H In 1 SYBR,Unknown,29.1398,,,,,,
D5,OR_del_M2,SIr2,Unknown,Undetermined,,,,,,
D6,OR_del_M2,$GAPDH,Unknown,17.2101,,,,,,
D7,OR_del_F1,DNAJ-H In 1 SYBR,Unknown,29.2588,,,,,,
D8,OR_del_F1,SIr2,Unknown,Undetermined,,,,,,
D9,OR_del_F1,$GAPDH,Unknown,17.8199,,,,,,
D10,OR_del_F2,DNAJ-H In 1 SYBR,Unknown,30.1487,,,,,,
D11,OR_del_F2,SIr2,Unknown,36.8337,,,,,,
D12,OR_del_F2,$GAPDH,Unknown,17.7752,,,,,,
E1,Si1_dup_M1,DNAJ-H In 1 SYBR,Unknown,24.7677,,,,,,
E2,Si1_dup_M1,SIr2,Unknown,24.7939,,,,,,
E3,Si1_dup_M1,$GAPDH,Unknown,18.8243,,,,,,
E4,Si1_dup_M2,DNAJ-H In 1 SYBR,Unknown,25,,,,,,
E5,Si1_dup_M2,SIr2,Unknown,22.0966,,,,,,
E6,Si1_dup_M2,$GAPDH,Unknown,17.4179,,,,,,
E7,Si1_dup_F1,DNAJ-H In 1 SYBR,Unknown,23.9932,,,,,,
E8,Si1_dup_F1,SIr2,Unknown,22.5945,,,,,,
E9,Si1_dup_F1,$GAPDH,Unknown,18.0082,,,,,,
E10,Si1_dup_F2,DNAJ-H In 1 SYBR,Unknown,25.0136,,,,,,
E11,Si1_dup_F2,SIr2,Unknown,23.247,,,,,,
E12,Si1_dup_F2,$GAPDH,Unknown,18,,,,,,
F1,SM21_dup_M1,DNAJ-H In 1 SYBR,Unknown,24.8407,,,,,,
F2,SM21_dup_M1,SIr2,Unknown,22.3834,,,,,,
F3,SM21_dup_M1,$GAPDH,Unknown,17.6598,,,,,,
F4,SM21_dup_M2,DNAJ-H In 1 SYBR,Unknown,24.2254,,,,,,
F5,SM21_dup_M2,SIr2,Unknown,24.4741,,,,,,
F6,SM21_dup_M2,$GAPDH,Unknown,18.4178,,,,,,
F7,SM21_dup_F1,DNAJ-H In 1 SYBR,Unknown,24.0488,,,,,,
F8,SM21_dup_F1,SIr2,Unknown,22.8518,,,,,,
F9,SM21_dup_F1,$GAPDH,Unknown,18.1892,,,,,,
F10,SM21_dup_F2,DNAJ-H In 1 SYBR,Unknown,24.7273,,,,,,
F11,SM21_dup_F2,SIr2,Unknown,23.1048,,,,,,
F12,SM21_dup_F2,$GAPDH,Unknown,18.0439,,,,,,
G1,ZW_dup_M1,DNAJ-H In 1 SYBR,Unknown,23.9683,,,,,,
G2,ZW_dup_M1,SIr2,Unknown,24.1327,,,,,,
G3,ZW_dup_M1,$GAPDH,Unknown,17.716,,,,,,
G4,ZW_dup_M2,DNAJ-H In 1 SYBR,Unknown,25.1975,,,,,,
G5,ZW_dup_M2,SIr2,Unknown,24.0875,,,,,,
G6,ZW_dup_M2,$GAPDH,Unknown,18.4041,,,,,,
G7,ZW_dup_F1,DNAJ-H In 1 SYBR,Unknown,24.1393,,,,,,
G8,ZW_dup_F1,SIr2,Unknown,23.3264,,,,,,
G9,ZW_dup_F1,$GAPDH,Unknown,18.2345,,,,,,
G10,ZW_dup_F2,DNAJ-H In 1 SYBR,Unknown,24.5605,,,,,,
G11,ZW_dup_F2,SIr2,Unknown,24.1493,,,,,,
G12,ZW_dup_F2,$GAPDH,Unknown,18.6069,,,,,,
H1,OR_dup_M1,DNAJ-H In 1 SYBR,Unknown,25.5915,,,,,,
H2,OR_dup_M1,SIr2,Unknown,25.3251,,,,,,
H3,OR_dup_M1,$GAPDH,Unknown,18.481,,,,,,
H4,OR_dup_M2,DNAJ-H In 1 SYBR,Unknown,23.8598,,,,,,
H5,OR_dup_M2,SIr2,Unknown,24.51,,,,,,
H6,OR_dup_M2,$GAPDH,Unknown,17.9961,,,,,,
H7,OR_dup_F1,DNAJ-H In 1 SYBR,Unknown,27.9406,,,,,,
H8,OR_dup_F1,SIr2,Unknown,23.1721,,,,,,
H9,OR_dup_F1,$GAPDH,Unknown,18.6908,,,,,,
H10,OR_dup_F2,DNAJ-H In 1 SYBR,Unknown,24.2797,,,,,,
H11,OR_dup_F2,SIr2,Unknown,24.2385,,,,,,
H12,OR_dup_F2,$GAPDH,Unknown,18.3276,,,,,,
