D5,OR_del_M2,Sir2a,Unknown,Undetermined,,,,,,
D6,OR_del_M2,GAPDHa,Unknown,17.047,,,,,,
D7,OR_del_F1,DNAHJ,Unknown,27.8919,,,,,,
D8,OR_del_F1,Sir2a,Unknown,Undetermined,,,,,,
D9,OR_del_F1,GAPDHa,Unknown,17.89,,,,,,
D10,OR_del_F2,DNAHJ,Unknown,27.9079,,,,,,
D11,OR_del_F2,Sir2a,Unknown,27.398,,,,,,
D12,OR_del_F2,GAPDHa,Unknown,18.5321,,,,,,
E1,Si1_dup_M1,DNAHJ,Unknown,24.5352,,,,,,
E2,Si1_dup_M1,Sir2a,Unknown,24.2159,,,,,,
E3,Si1_dup_M1,GAPDHa,Unknown,18.3775,,,,,,
E4,Si1_dup_M2,DNAHJ,Unknown,23.476,,,,,,
E5,Si1_dup_M2,Sir2a,Unknown,22.078,,,,,,
E6,Si1_dup_M2,GAPDHa,Unknown,17.4048,,,,,,
E7,Si1_dup_F1,DNAHJ,Unknown,23.2737,,,,,,
E8,Si1_dup_F1,Sir2a,Unknown,22.5157,,,,,,
E9,Si1_dup_F1,GAPDHa,Unknown,17.9302,,,,,,
E10,Si1_dup_F2,DNAHJ,Unknown,23.9083,,,,,,
E11,Si1_dup_F2,Sir2a,Unknown,21.1831,,,,,,
E12,Si1_dup_F2,GAPDHa,Unknown,18.6346,,,,,,
F1,SM21_dup_M1,DNAHJ,Unknown,24.0972,,,,,,
F2,SM21_dup_M1,Sir2a,Unknown,22.0108,,,,,,
F3,SM21_dup_M1,GAPDHa,Unknown,17.4197,,,,,,
F4,SM21_dup_M2,DNAHJ,Unknown,23.5078,,,,,,
F5,SM21_dup_M2,Sir2a,Unknown,24.115,,,,,,
F6,SM21_dup_M2,GAPDHa,Unknown,18.4022,,,,,,
F7,SM21_dup_F1,DNAHJ,Unknown,23.351,,,,,,
F8,SM21_dup_F1,Sir2a,Unknown,22.6262,,,,,,
F9,SM21_dup_F1,GAPDHa,Unknown,18.1139,,,,,,
F10,SM21_dup_F2,DNAHJ,Unknown,24.0091,,,,,,
F11,SM21_dup_F2,Sir2a,Unknown,22.7465,,,,,,
F12,SM21_dup_F2,GAPDHa,Unknown,17.9779,,,,,,
G1,ZW_dup_M1,DNAHJ,Unknown,23.2987,,,,,,
G2,ZW_dup_M1,Sir2a,Unknown,23.8109,,,,,,
G3,ZW_dup_M1,GAPDHa,Unknown,33.772,,,,,,
G4,ZW_dup_M2,DNAHJ,Unknown,24.5737,,,,,,
G5,ZW_dup_M2,Sir2a,Unknown,24.0361,,,,,,
G6,ZW_dup_M2,GAPDHa,Unknown,18.2867,,,,,,
G7,ZW_dup_F1,DNAHJ,Unknown,23.3777,,,,,,
G8,ZW_dup_F1,Sir2a,Unknown,23.1707,,,,,,
G9,ZW_dup_F1,GAPDHa,Unknown,18.1358,,,,,,
G10,ZW_dup_F2,DNAHJ,Unknown,23.5909,,,,,,
G11,ZW_dup_F2,Sir2a,Unknown,23.687,,,,,,
G12,ZW_dup_F2,GAPDHa,Unknown,18.0123,,,,,,
H1,OR_dup_M1,DNAHJ,Unknown,24.5101,,,,,,
H2,OR_dup_M1,Sir2a,Unknown,24.1798,,,,,,
H3,OR_dup_M1,GAPDHa,Unknown,18.058,,,,,,
H4,OR_dup_M2,DNAHJ,Unknown,23.4275,,,,,,
H5,OR_dup_M2,Sir2a,Unknown,23.0525,,,,,,
H6,OR_dup_M2,GAPDHa,Unknown,17.7014,,,,,,
H7,OR_dup_F1,DNAHJ,Unknown,23.3005,,,,,,
H8,OR_dup_F1,Sir2a,Unknown,23.0374,,,,,,
H9,OR_dup_F1,GAPDHa,Unknown,17.651,,,,,,
H10,OR_dup_F2,DNAHJ,Unknown,23.6484,,,,,,
H11,OR_dup_F2,Sir2a,Unknown,23.8804,,,,,,
H12,OR_dup_F2,GAPDHa,Unknown,17.9627,,,,,,
